hour_of_day,day_of_week,region_code,source_ip_risk,request_count_5m,request_count_1h,principal_type,key_sensitivity,historical_access_rate,failed_auth_ratio,identity_mismatch,unusual_time,region_risk,request_frequency,possibility_of_fraud
14,3,0,0.014068138548469921,2,9,0,0.2484938938412038,0.5337268920095073,0.037368191604607685,7.281651e-18,1.0,8.872288e-17,0.00010743764,2.8377044e-15
4,2,0,0.38247726961942025,5,11,0,0.30053509542886186,0.7551840390715294,0.06707751876784676,0.9998222,0.9994998,0.9999401,0.9999547,0.9999398
20,5,2,0.42994300603890356,6,64,2,0.6126901946175911,0.9851822139751772,0.13653431423629334,5.6592135e-06,1.0,7.290936e-07,1.2398119e-06,0.44660795
20,3,0,0.1256797026214168,1,9,0,0.5231662148134828,0.8056651617590841,0.1880465972647935,1.1456925e-30,1.0,2.403274e-28,1.8931198e-10,3.4249697e-26
22,0,0,0.11314376138914628,0,11,0,0.227403078029091,0.5751124091974195,0.133753156231574,2.235123e-34,1.0,8.899712e-32,6.262518e-13,3.0105297e-29
4,0,4,0.9851700276632152,13,149,1,0.8353874178311887,0.12043358562697114,0.7129427025046686,1.0,1.0,1.0,3.3205407e-13,1.0
23,3,0,0.20372933640343321,3,7,0,0.579781745420973,0.9296850071119885,0.04424401329240337,6.8510996e-35,1.0,3.2064362e-32,3.095473e-10,4.0990963e-30
0,4,1,0.04337493644950115,2,15,0,0.23918489355036843,0.42495779712967974,0.040570902456815154,0.99841195,0.99996996,0.9991833,0.44394165,0.99690604
14,5,0,0.222097187473649,2,12,0,0.46693859888972905,0.6595313001141475,0.05682899028201616,1.0553123e-15,1.0,9.850191e-15,0.0005444335,6.9362474e-13
9,3,0,0.18057619787631068,2,12,0,0.4065952249069704,0.9206618508163007,0.0010758217187317315,2.7219397e-07,0.9999905,5.326702e-07,0.15398793,1.6832299e-05
14,1,1,0.31439294890729946,4,9,0,0.33475758618314544,0.45023444911459776,0.0005662023215333189,9.30487e-14,1.0,8.972611e-13,0.1480893,2.3383498e-11
10,6,0,0.4090555890070687,3,10,0,0.3859889244807253,0.7896136966751142,0.05470663212135232,3.172209e-08,0.9999979,9.103907e-08,0.6447554,1.7172723e-06
5,0,0,0.1894117733310512,1,6,0,0.2859678228810275,0.5459997375918073,0.057868319490424966,1.966233e-05,0.99826735,3.096291e-05,0.11897772,0.00017943914
19,1,0,0.080915212761398,3,10,0,0.365930011370112,0.7173881126486973,0.0027457898465198844,8.2099067e-25,1.0,3.0577618e-23,2.9744126e-06,2.4953703e-21
16,5,0,0.09963006484212217,3,12,0,0.4837879278801434,0.5170112963758663,0.044360387230494534,1.8052191e-17,1.0,2.2769945e-16,0.0015351936,1.7963876e-14
9,1,2,0.5017991344117562,13,68,2,0.45057294177548474,0.5904322555668752,0.11680072324942108,1.0,1.0,1.0,0.9999996,1.0
18,0,2,0.30283466418459554,4,66,2,0.6698482962322125,0.6249075002205674,0.09855810435997231,1.7116768e-08,0.9999997,5.6428073e-10,4.4178158e-11,0.00029402415
0,0,3,0.7647915263799415,22,116,0,0.8374221386648629,0.15288144139713658,0.994614217435331,1.0,1.0,1.0,1.0,1.0
5,0,0,0.15279104591547138,4,15,0,0.4842819723454719,0.5242788148800797,0.02663006498418777,0.9897488,0.99935645,0.99276596,0.99692845,0.99850094
13,1,1,0.2471995517375647,1,10,1,0.5991967599622174,0.7827736643543673,0.029780296714028622,4.8611677e-17,1.0,4.2672318e-16,2.2009732e-05,1.853991e-14
20,1,1,0.1541361736347906,2,12,0,0.24268725143671604,0.6074166857354005,0.1579755876459663,6.159733e-26,1.0,3.201304e-24,1.2111386e-07,6.110341e-22
14,2,0,0.0477489702506616,2,13,1,0.3942404569949721,0.6870951309526804,0.1121901335109124,7.8424457e-16,1.0,6.450654e-15,0.0006104772,4.621242e-13
3,4,0,0.039500313522886805,0,6,0,0.46297111155207665,0.48225869529457194,0.03911916349273186,8.84289e-05,0.951005,0.00021469605,0.0085822595,0.00090108096
6,5,0,0.10775542238050113,1,6,1,0.5065078318933411,0.5333274094237372,0.12980045666255252,3.171919e-08,0.99973774,8.790046e-08,0.030165346,5.5476363e-07
9,1,0,0.09563918059777496,2,8,0,0.30355211374552366,0.8859294954526606,0.27289719940307866,2.3770523e-09,0.9999958,7.395282e-09,0.074672624,9.841004e-08
21,2,2,0.2771160003668973,9,48,2,0.6748425397277946,0.8987254264774881,0.05992086272536928,0.00012067289,1.0,5.2260995e-05,0.9982288,0.82722926
8,0,0,0.22919639531353161,1,11,0,0.2644690019512718,0.7176191210573407,0.11194521076847039,6.285774e-08,0.99996793,1.2899599e-07,0.007973309,3.7567806e-06
20,6,0,0.065368077653066,0,11,0,0.3734454948076299,0.6328940943278155,0.005347488619823931,5.0621884e-31,1.0,1.1542214e-28,1.8460086e-11,2.3466467e-26
12,6,2,0.1559948996208293,7,60,2,0.6711089462502932,0.971912474765115,0.02934431721569918,0.99998343,1.0,0.9999501,0.015714081,1.0
15,3,0,0.17520789825015656,3,7,0,0.25659744332422274,0.41054735134531356,0.128641409917925,1.3750982e-19,1.0,2.5044527e-18,0.00020528819,5.9012296e-17
11,4,2,0.22640187175246154,12,54,2,0.600906924510405,0.8215986572609928,0.041968441844647965,1.0,1.0,1.0,1.0,1.0
7,2,0,0.3134966347822341,2,6,0,0.47855864255827957,0.782354380461443,0.015502226687036921,4.0469456e-07,0.9999154,9.1314763e-07,0.36063975,5.4946063e-06
14,3,0,0.46964565429549704,10,64,2,0.4750635134634884,0.9935380239751235,0.06710296305980626,1.0,1.0,1.0,0.9750982,1.0
1,2,4,0.9595048232415452,19,107,0,0.9893079201920586,0.10927563968140651,0.8327478708043448,1.0,1.0,1.0,1.0,1.0
14,3,0,0.08271409968645009,2,20,0,0.45892625652208685,0.907388269143215,0.012746874774545723,1.8982425e-11,1.0,5.6753907e-11,0.0017733537,2.5385733e-08
12,5,1,0.14082883355989664,1,16,0,0.38238883939626267,0.9665818385808363,0.06132292974157793,9.364686e-12,0.9999999,4.5624015e-11,0.00030347728,8.0491676e-09
10,4,2,0.051055445997249566,6,65,2,0.5108824627649019,0.8636589881458498,0.05628931098871038,0.99989164,1.0,0.9995359,4.9470896e-06,0.99999845
5,5,0,0.06059223896582571,1,9,0,0.4509019297214743,0.8818370917537904,0.02683541609745956,5.740144e-05,0.99714977,0.00011951592,0.05623759,0.001399543
21,3,0,0.20402120864686576,2,7,1,0.20833630347747834,0.6851675841457869,0.1082963563686187,3.7762444e-33,1.0,1.4237828e-30,2.2582392e-10,1.4260237e-28
12,2,0,0.24528068967755762,2,11,0,0.4269398124800895,0.806519118914696,0.03438266034887336,8.3958226e-13,1.0,4.5800286e-12,0.004838519,1.8179099e-10
2,2,4,0.9913518041041767,29,112,0,0.9473483200038572,0.029762095164456704,0.8389076534930431,1.0,1.0,1.0,1.0,1.0
2,6,4,0.9329902678794949,22,121,0,0.9486043896941768,0.04967354323697589,0.6003157356259021,1.0,1.0,1.0,1.0,1.0
4,3,3,0.9530027357393464,19,125,1,0.723184302810192,0.15225426436721845,0.9983422018279007,1.0,1.0,1.0,0.9999406,1.0
4,4,1,0.25317084871865714,1,15,0,0.5922755124011871,0.4507210324847801,0.027197255862888018,0.049877092,0.9163534,0.0392385,0.008526036,0.423184
4,0,4,0.8519888985888245,28,119,0,0.978740466708699,0.04287722398384839,0.5768596733265974,1.0,1.0,1.0,1.0,1.0
9,6,1,0.2762901707370376,3,13,0,0.5807596400298689,0.8911692819484487,0.14841408579066112,7.501415e-05,0.9999918,0.00013691552,0.8631162,0.004989634
8,4,0,0.23333036761141182,3,8,0,0.3697287015091322,0.6146821936544128,0.049863354168506034,6.818928e-06,0.9999624,1.3790683e-05,0.8905525,0.00011542157
0,6,0,0.22485649215638961,2,15,0,0.2514872035128679,0.8896552864156001,0.03176840486667352,0.9861842,0.9999205,0.99047464,0.24310227,0.9733426
16,1,0,0.2570142946501987,0,8,0,0.46483964695303787,0.9534670224323684,0.08608864056696808,7.916528e-26,1.0,7.334849e-24,6.684455e-10,4.821045e-22
2,0,4,0.9504097384046606,14,143,1,0.9489579497996278,0.07527246436838043,0.9043004763064569,1.0,1.0,1.0,1.6487577e-09,1.0
12,2,0,0.3918377280570105,2,7,0,0.25395465789364874,0.4756069796243138,0.005469056607550231,1.4642398e-15,1.0,1.382315e-14,0.0006027665,2.2296203e-13
12,2,0,0.248189502007735,2,16,0,0.20452398430294305,0.6676630857020791,0.0011415719736567866,6.056274e-10,0.9999998,1.5737929e-09,0.012604952,2.0895185e-07
3,5,4,0.7770730802851148,29,128,0,0.9282498124906364,0.10212216325383065,0.8809473375927428,1.0,1.0,1.0,1.0,1.0
11,3,0,0.2974972099170117,1,10,0,0.5038797315461832,0.5445692817911226,0.030351532230377044,2.798838e-13,0.9999999,1.6719554e-12,0.0003490251,5.691e-11
23,5,3,0.8164401337486847,16,124,1,0.7896520808375528,0.21108483872469386,0.9997396241042873,1.0,1.0,1.0,0.87684274,1.0
2,4,0,0.10441108003048741,10,56,2,0.5364798559917116,0.9236288214659167,0.42216509401555874,1.0,1.0,1.0,0.9991453,1.0
13,3,0,0.11722340831751046,1,8,0,0.3725858929788916,0.7823540419219921,0.0070368550273455415,1.4363439e-18,1.0,1.9170622e-17,5.284213e-06,6.0290667e-16
8,5,0,0.2336468852871337,4,67,2,0.4248577770860507,0.8270706836969007,0.35449635173362526,0.2260454,1.0,0.12212258,9.882443e-12,0.7213109
11,5,0,0.10188055744419697,2,11,0,0.30359752697993125,0.4299394062659776,0.1262363685932653,6.0623145e-11,0.99999976,2.5426608e-10,0.01883399,9.876522e-09
20,6,0,0.1629623394180296,1,7,0,0.49543091375283643,0.8120311663690705,0.01165122704563521,1.0325534e-32,1.0,5.1233675e-30,2.6706576e-11,5.2637105e-28
18,6,0,0.1603037596373038,2,14,0,0.3040500843414987,0.7699649128115221,0.001745073146685854,1.0609116e-21,1.0,2.1523923e-20,5.501937e-06,3.610748e-18
4,3,2,0.5630669872429055,8,69,2,0.6266337318262495,0.9512796402801057,0.43265339684011306,1.0,1.0,1.0,0.002808948,1.0
2,6,4,0.9951472527812406,18,101,1,0.8796494001958823,0.046161160646400815,0.597991673406299,1.0,1.0,1.0,1.0,1.0
19,1,0,0.17042859619726075,7,57,2,0.6993011759381931,0.9744754954659173,0.029939864492166617,1.5159608e-05,1.0,1.7774724e-06,0.0016651866,0.3113707
3,6,3,0.9643417705468141,18,118,0,0.9934616122856068,0.207982721843249,0.8604068846251467,1.0,1.0,1.0,0.9999774,1.0
18,0,0,0.23454013333341914,0,13,1,0.3805398276136823,0.5451811668882671,0.21833287647247632,6.482019e-26,1.0,2.7241345e-24,9.363409e-10,6.1763805e-22
19,6,0,0.5885691673834578,6,58,2,0.4190638287310829,0.9794436255164423,0.18974746934827946,2.3404384e-06,1.0,4.197988e-07,1.387363e-05,0.15004589
17,1,0,0.06109796532959516,1,14,0,0.5878691306247428,0.7870320513339324,0.016412276716618164,2.3789018e-21,1.0,3.855865e-20,4.27225e-07,5.9548885e-18
9,1,0,0.30131063485003085,3,12,0,0.5571368658855975,0.483361257750098,0.03877541714756341,6.231449e-05,0.99998724,6.871129e-05,0.86007285,0.0016879363
9,6,0,0.1281950742950288,1,16,0,0.39173128551709996,0.7449834367135671,0.03423078496500444,3.2123705e-08,0.9999868,1.0627357e-07,0.0009828218,1.0709085e-05
15,1,2,0.23984655233708677,9,52,2,0.42787170372537675,0.5204438361885315,0.19580896156742209,0.9998992,1.0,0.9998596,0.99815506,1.0
5,3,0,0.1684894323619872,1,15,0,0.3791646326287139,0.5404778397857052,0.06889652537597214,0.0012587749,0.98406446,0.0011336553,0.0030905148,0.028513294
4,1,1,0.1035642758830439,3,8,0,0.39366448738901416,0.867218982044184,0.17395396112841768,0.81472796,0.9947872,0.8725239,0.9949349,0.93215644
18,0,1,0.07651166471369415,3,19,0,0.41891494575563837,0.6841568717180144,0.04389697518187335,9.580181e-16,1.0,7.177253e-15,0.0017530418,4.003429e-12
19,0,0,0.08720334268619018,1,20,0,0.20086597790415386,0.8560451559918792,0.1411261703272025,2.4589145e-21,1.0,3.861061e-20,2.0317677e-07,3.699028e-17
13,5,0,0.06162654112330566,10,62,2,0.6203027969084495,0.7743514060059271,0.1535805753772129,1.0,1.0,1.0,0.9908525,1.0
0,4,0,0.18619023309688848,2,12,0,0.38346007775322644,0.9067538121860003,0.028603243440409834,0.99119943,0.99960065,0.99314433,0.58480984,0.9823332
0,1,0,0.2039481422215656,3,13,0,0.3374527140667617,0.8247878884341977,0.1942692253067599,0.9999449,0.9999845,0.9999472,0.9670797,0.9998576
22,6,0,0.18517729028476873,1,9,1,0.36138971079758075,0.987273851489571,0.10558311235353758,3.0706943e-35,1.0,1.8273625e-32,6.5036878e-12,3.385538e-30
15,0,1,0.07106014704173076,0,12,0,0.24198575808257874,0.7646901500801275,0.04943492366247275,8.3255115e-21,1.0,1.4859682e-19,4.476656e-08,1.7803463e-17
0,1,3,0.893113973040202,22,126,1,0.9783861659120843,0.11552921313229547,0.7956909026994015,1.0,1.0,1.0,1.0,1.0
18,2,0,0.15967324279564185,1,10,0,0.37679442416959996,0.8536481681596253,0.026982515708621067,2.8094794e-26,1.0,1.6890936e-24,8.807176e-09,1.7535963e-22
14,4,0,0.22172552748201066,2,13,1,0.4109759049307059,0.7536895230583522,0.13131213023765914,7.3283904e-16,1.0,6.1684903e-15,0.00064187014,4.729821e-13
21,1,0,0.45707851980059383,2,9,0,0.40805435045825894,0.9215292428125025,0.09117361458425403,6.6758854e-31,1.0,1.0894233e-28,1.3935428e-09,1.5630488e-26
10,0,0,0.047269174956445024,0,10,1,0.46155094607656305,0.5301141781369637,0.2627370429101424,5.9225045e-14,0.9999995,2.4389141e-13,1.3114834e-05,9.184204e-12
15,4,2,0.044964703575864684,6,70,2,0.6370730398092718,0.9504288577179059,0.07366533176325109,0.29897374,1.0,0.048839394,1.3459837e-07,0.9994615
10,2,1,0.26184500711718356,3,9,0,0.597506828477139,0.8551967963417979,0.12971178065364325,7.0735695e-08,0.99999845,1.6640838e-07,0.662637,2.8306738e-06
6,4,0,0.081080309758776,2,9,1,0.4061985946143196,0.3036656439902459,0.09580463025212609,3.8314374e-05,0.9994536,6.545321e-05,0.51877695,0.0006704358
16,3,1,0.08346013585966765,4,12,1,0.4618019286837736,0.7595957292791651,0.03066697075399357,4.827095e-16,1.0,4.613417e-15,0.057738166,2.7839094e-13
17,4,2,0.1041407164653003,5,57,2,0.6107688813275463,0.9639577633293148,0.09116630765896606,7.615477e-06,1.0,8.3962493e-07,8.725008e-07,0.121082455
3,0,0,0.26431393604159503,13,60,2,0.6756206446409546,0.8877475196165905,0.08393756255542463,1.0,1.0,1.0,0.99999976,1.0
15,4,0,0.2623850307928702,10,56,2,0.6684900858619556,0.9050095662193907,0.14174270740196002,0.9999972,1.0,0.9999969,0.9989614,1.0
1,5,0,0.14481058378098718,0,17,0,0.23597965175672342,0.8865519500740244,0.11786356299131852,0.00081468024,0.96131086,0.001089373,2.7497863e-06,0.0004639945
9,3,0,0.18374516539410046,2,21,0,0.2314729706986373,0.8145352825140149,0.08400483409399412,5.7504653e-06,0.9999773,7.191376e-06,0.0032447393,0.0014946089
2,4,0,0.22815516312470577,0,12,0,0.2780781195341766,0.7280605960868692,0.021193338792100988,0.0012409792,0.20207241,0.00085196487,0.00011890005,0.0019429917
4,4,4,0.9043371485970232,25,114,1,0.8855646503646871,0.11189683323364802,0.8553623804417807,1.0,1.0,1.0,1.0,1.0
2,6,0,0.1146986804177519,2,15,0,0.35949176200921196,0.5732371733558723,0.08495198159163247,0.9859485,0.9969245,0.9875902,0.4062846,0.9913978
4,1,0,0.19562624142297966,3,16,0,0.4360808565099066,0.7561002048909565,0.030457539244932753,0.9736141,0.9967523,0.9769836,0.8665985,0.9957148
1,1,0,0.255130210201079,0,17,1,0.21480764199217295,0.7475108182917407,0.009156433271059153,2.4220055e-05,0.72364104,1.4387389e-05,3.3021612e-07,6.429312e-06
17,4,0,0.38482910695028283,3,8,0,0.5594005487830718,0.46608593219711225,0.08642692950843606,2.6509616e-22,1.0,6.941328e-21,2.5343159e-05,2.9879718e-19
2,2,0,0.47131892301861333,3,52,2,0.5789207347834985,0.9995046428079684,0.029745622565571853,0.053778797,1.0,0.11768428,1.0240782e-10,0.0055665295
6,3,0,0.21181494517192687,1,9,1,0.315764269501672,0.6946666478982122,0.0513807547579722,6.0258316e-07,0.999549,1.1288079e-06,0.02497456,1.4146057e-05
23,0,0,0.3885678112682421,0,13,0,0.4017691084467373,0.5439467817552959,0.12858517127211577,1.3276759e-34,1.0,4.444637e-32,5.858747e-13,2.5588465e-29
10,4,0,0.30384550035248853,5,54,2,0.5339476992441923,0.8650911139469262,0.054111411847108694,0.81596345,0.9999993,0.4458158,5.798629e-06,0.99839175
5,4,0,0.05266764943523636,4,15,0,0.38608019827421625,0.7029840427944851,0.0702268905979722,0.9880968,0.99922633,0.9945165,0.9963061,0.99905986
16,6,0,0.10445623174567988,3,10,1,0.5111508231954871,0.6706178678542642,0.12330670249774418,1.2773006e-19,1.0,1.7134352e-18,0.00048306084,8.1355536e-17
23,2,3,0.6238842943453967,22,116,0,0.7890426683435673,0.056537522097738734,0.9099717983836642,1.0,1.0,1.0,1.0,1.0
0,0,0,0.249432087103513,3,13,0,0.35095216716557875,0.3921081138062193,0.02313670880211482,0.9999634,0.99998724,0.9999633,0.9673407,0.9999111
10,4,0,0.16606175504817608,2,20,1,0.593328818897686,0.7826247398269542,0.16495364473951718,6.6449026e-08,0.99999654,1.192944e-07,0.0025221931,3.4811874e-05
4,6,0,0.20219761122488272,1,10,0,0.33655400069711344,0.5484129399142328,0.1512272882425531,0.0025901205,0.9823854,0.004437113,0.057429727,0.051711366
6,2,0,0.33292308472057114,2,9,0,0.5551328972932763,0.6368000634612545,0.06487932021687354,0.00086248945,0.9993004,0.0010493526,0.6865117,0.011242293
5,1,0,0.11659208047104347,2,15,0,0.4241494722284398,0.8819206673188923,0.033874704742684746,0.02423345,0.9918511,0.01816936,0.13339107,0.3002646
13,0,0,0.12139311239241828,2,11,0,0.2235887246655986,0.4761476421106752,0.23094600327776127,3.161725e-14,1.0,2.5282212e-13,0.0013255815,1.1819796e-11
22,0,3,0.9927163035477186,22,137,1,0.9418132294887842,0.0244033601005019,0.916950494027841,1.0,1.0,1.0,1.0,1.0
0,4,0,0.11032711573525306,1,8,0,0.24005166341050954,0.7043574755626502,0.027040904638326604,0.44027036,0.9603227,0.43238798,0.15817952,0.34596252
23,6,0,0.1698624655130945,3,14,0,0.2213923166718147,0.7088383692032617,0.01230265841436836,6.056203e-29,1.0,3.8982386e-27,1.7823804e-07,1.1530751e-24
9,3,0,0.22748878493629837,0,13,0,0.22540176186744995,0.6893289083353602,0.22843519718673588,1.2384092e-10,0.9999921,5.9864697e-10,6.053497e-05,3.3306222e-08
3,4,0,0.3740392227065831,1,8,0,0.28550913344601236,0.6386647362159164,0.02938577450816429,0.015260361,0.9295466,0.021855278,0.14688398,0.11881663
6,5,0,0.6406156113069137,9,57,2,0.6067987125444199,0.9938324687235645,0.013591312185523254,1.0,1.0,1.0,0.94375366,1.0
11,5,0,0.19265480312757838,0,11,0,0.24370501710953266,0.827754187295919,0.14571748600079584,4.888192e-15,0.9999999,3.6947675e-14,7.5591183e-06,1.4984682e-12
15,4,2,0.16424398892298073,6,46,2,0.5286669365755811,0.8558712349790604,0.12556069806915415,0.003402302,1.0,0.00094658945,0.036482014,0.96180695
10,6,2,0.1849878548703091,1,51,2,0.5798394369664607,0.9511949474089774,0.04481638454691551,2.1792607e-08,0.99126524,2.7885545e-09,4.029912e-13,3.2227072e-06
23,3,0,0.06686715650883378,2,18,0,0.3170637506838116,0.8069048825674979,0.02976680755576169,1.0127816e-27,1.0,4.8785895e-26,3.450817e-08,3.5188447e-23
19,1,0,0.10182013688550592,3,13,0,0.5390702720372911,0.8855910952771238,0.0856614081121539,2.2832328e-22,1.0,6.1782213e-21,2.3920362e-05,7.7155484e-19
11,1,0,0.030851495581049992,2,12,0,0.5408687136050616,0.8753097726773026,0.009526759475937705,1.4217756e-10,0.9999997,4.6020301e-10,0.016898952,1.972493e-08
22,6,3,0.9371354426183898,25,121,1,0.9365399653324847,0.06487607280157005,0.6570681180338006,1.0,1.0,1.0,1.0,1.0
21,2,2,0.4201247423112395,5,69,2,0.6338133829074248,0.9026483092405375,0.07201436090765816,8.9110435e-09,1.0,4.659698e-10,8.375554e-10,0.0012113116
3,4,0,0.09575294905463204,3,15,0,0.48647698452993693,0.578825769566579,0.011234690147606554,0.9986905,0.9980978,0.9990984,0.92787904,0.9996342
1,5,4,0.8914611699530152,12,112,0,0.7446336399780649,0.01615117158209859,0.6373199554578894,1.0,1.0,1.0,0.00013067233,1.0
11,5,0,0.26325532419031983,1,7,0,0.20165586487463463,0.8776359706747229,0.03557880120635985,8.085961e-16,0.99999994,6.52709e-15,6.20072e-05,1.2583126e-13
5,4,0,0.2400036939303617,2,12,0,0.35177474053305297,0.7504936540555853,0.10353925658288722,0.014946825,0.9963581,0.019624004,0.41614643,0.27307045
8,5,0,0.09093270724778384,2,15,0,0.4599874275255669,0.5253754806116783,0.08157647890794276,2.2714315e-05,0.99995655,3.989845e-05,0.060584217,0.0032237405
22,6,0,0.3725750343474382,4,10,0,0.32983523862391045,0.8854775353404555,0.010509763215729197,7.5857566e-29,1.0,5.2612843e-27,1.4402573e-06,5.9626416e-25
10,3,0,0.1971889533645776,2,18,0,0.29280524080883386,0.5622616094264493,0.05484560415078953,4.1517285e-07,0.9999967,6.8674484e-07,0.011114835,0.00014280624
0,6,0,0.018665952590905057,3,7,0,0.5400010123827028,0.9748509715023965,0.15690121878824792,0.99534434,0.99593556,0.9960653,0.99487704,0.9932055
21,4,0,0.09526744654069393,1,7,0,0.3475850177232602,0.7478642674616299,0.17051275086583184,2.8906772e-34,1.0,1.7856253e-31,5.3554847e-12,2.2932629e-29
10,4,0,0.5898090644899256,8,60,2,0.5340498112068286,0.7070387955288421,0.2608395266292715,1.0,1.0,1.0,0.21838468,1.0
2,3,0,0.18947680907922518,4,15,0,0.5054456247098407,0.5708537494029838,0.06932847707223473,0.9999971,0.9999763,0.99999744,0.99775696,0.9999975
0,2,3,0.648606252196473,18,118,0,0.9397163174737215,0.11825013649644688,0.8539795249715354,1.0,1.0,1.0,0.9999421,1.0
8,4,0,0.3940463861261377,9,65,2,0.47523743479864267,0.886032547076006,0.060543556137027985,1.0,1.0,1.0,0.29576734,1.0
15,1,0,0.3000300970805221,2,9,1,0.3504541556191959,0.6109386167957991,0.1265111220641334,5.4030077e-20,1.0,7.4864715e-19,2.1145772e-05,3.3276857e-17
0,0,0,0.17424147462370526,3,9,1,0.3524206646550846,0.49873497172647174,0.0013371380998375114,0.99816585,0.9985074,0.9977214,0.98741823,0.9953829
19,3,0,0.37582051148204454,8,52,2,0.5198180140888291,0.8705861944860129,0.08512920085107738,0.00022544019,1.0,5.1587085e-05,0.53987336,0.89237195
3,6,3,0.9759041271666413,17,139,1,0.767699236836342,0.255378313667844,0.9410841958070932,1.0,1.0,1.0,0.010449252,1.0
14,6,0,0.06112085788204839,1,16,1,0.4759084445653237,0.825759333525255,0.1599411798963488,2.494539e-16,1.0,2.2924483e-15,1.7095132e-05,4.6756533e-13
4,2,0,0.3231256090312098,5,20,0,0.3234488586865676,0.8952141424594316,0.11695531328122791,0.99999857,0.9999874,0.99999934,0.9993305,0.99999964
14,6,0,0.17369572096849462,1,13,0,0.5232963029641998,0.6296540860866483,0.08654674478178477,6.523848e-17,1.0,6.9530595e-16,1.9244999e-05,7.045877e-14
19,3,0,0.3551470039828457,1,8,0,0.4918249383400961,0.8684820755207857,0.063163787867395,1.0707547e-29,1.0,2.1659006e-27,3.568594e-10,2.179795e-25
17,6,2,0.5463887997453875,5,58,2,0.4872071004143512,0.9289043289548984,0.17429890897125938,2.625749e-05,0.99999994,3.2922794e-06,7.261244e-07,0.3924615
1,3,3,0.8652306563866593,19,127,1,0.8024851319062386,0.06817531167173056,0.9001150415158473,1.0,1.0,1.0,0.99975693,1.0
0,5,0,0.26116123196172036,0,11,0,0.4895017577498867,0.8913706810415319,0.16517880234621124,0.0029485896,0.96825624,0.004343669,0.00014311472,0.0016984531
13,0,0,0.16406606605129045,2,9,0,0.5114056735439834,0.9367525255789751,0.12596316581537886,4.542757e-16,1.0,4.294063e-15,0.00033847103,1.1035316e-13
0,6,0,0.10820575998950635,1,8,1,0.2627494038610287,0.7051474520690776,0.02420535613546164,0.0115595935,0.7728046,0.007143827,0.03615439,0.0086799115
0,0,0,0.20532637068236678,2,19,0,0.4319942442252006,0.7477528826525777,0.11883892497709897,0.9787004,0.9999847,0.98834586,0.015082506,0.9330325
2,1,4,0.9688494011935612,17,100,1,0.9943759992455845,0.12112813077916675,0.9903413495090188,1.0,1.0,1.0,0.9999999,1.0
12,5,0,0.654705635443319,10,62,2,0.5407131097145959,0.9447086603185249,0.029459678055357694,1.0,1.0,1.0,0.99247885,1.0
21,1,0,0.24114089540744837,0,9,0,0.5644976026127364,0.6081192872329951,0.05769391971846387,6.822389e-34,1.0,3.0423214e-31,7.3213744e-13,6.700845e-29
14,2,0,0.23113686087705282,1,9,0,0.45020442791666204,0.8810318192882791,0.18144423249202338,2.0941765e-19,1.0,2.925579e-18,2.5340416e-06,1.4298127e-16
0,2,0,0.2701688684205749,9,63,2,0.5891571503436017,0.8821779896328621,0.5139843845450062,1.0,1.0,1.0,0.20612328,1.0
16,1,0,0.04252417970308286,2,18,0,0.3152276656560202,0.6934671048613731,0.14178527422584386,2.1401903e-15,1.0,1.4002562e-14,0.00021114883,5.1648195e-12
13,6,0,0.008958803958386575,1,12,0,0.424835687687004,0.6141412493151701,0.012980911364794758,4.877386e-16,1.0,4.4508854e-15,3.8617218e-05,2.9303055e-13
7,0,0,0.19579449138863347,7,9,1,0.39751912936539674,0.7848061543993926,0.07583927968800826,0.954989,0.99991876,0.98323864,0.9999977,0.96340454
19,4,0,0.04050796344752372,5,10,1,0.3961384864282426,0.9233702683553471,0.14648640788253825,3.1397116e-22,1.0,8.697911e-21,0.0039227363,3.5756976e-19
10,5,0,0.36893182767905214,2,13,0,0.5296445431717763,0.7405423248187418,0.011650940598485413,4.5638444e-08,0.9999977,1.1328482e-07,0.08154118,6.430214e-06
7,2,0,0.046187204959719834,1,7,0,0.4716340874665022,0.6757537036290917,0.08342643948010585,1.9582519e-08,0.99993724,5.414595e-08,0.015830934,5.243389e-07
22,2,4,0.9785424140010297,25,117,0,0.8518161057728919,0.06736061649316193,0.9453321092102385,1.0,1.0,1.0,1.0,1.0
23,4,0,0.1563877379143477,1,9,1,0.5106191510854603,0.8187512846387753,0.028875621803526964,6.864487e-37,1.0,5.273422e-34,1.2917233e-12,1.2624456e-31
17,3,1,0.0392115737688593,1,13,0,0.5851956139281069,0.5616913330794618,0.06076049080252512,1.9162687e-21,1.0,4.1291716e-20,5.145877e-07,6.6546225e-18
14,2,0,0.44427202299286334,6,55,2,0.4116911051642806,0.9602913165911725,0.020806470813842366,0.041717667,0.9999998,0.006511321,0.00018698463,0.9882306
15,1,2,0.29775354683542465,4,64,2,0.5445436973537443,0.9526432068610549,0.0025922294296861696,4.612546e-06,0.9999986,2.503284e-07,1.8565036e-10,0.013561555
8,2,0,0.12523617349353847,0,16,0,0.48154514145532584,0.5577662327395231,0.03809497015388443,1.0560954e-08,0.9999358,3.5372626e-08,3.7082453e-05,2.455801e-06
18,1,0,0.2956725840539104,5,63,2,0.6909921986858292,0.8920060912597481,0.2705106193472304,5.706574e-07,1.0,2.4064223e-08,1.2726508e-08,0.009250954
